State,Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes
Haryana,Ambala,4,RAM PAL,Indian National Lok Dal,19518,57,19575
Haryana,Ambala,5,SELJA,Indian National Congress,403678,485,404163
Haryana,Ambala,6,Anil Kumar,Republican Party of India (A),2123,5,2128
Haryana,Ambala,7,PURAN CHAND,Rashtriya Lokswaraj Party,719,0,719
Haryana,Ambala,8,PRITHVI RAJ,Aam Aadmi Party,12260,42,12302
Haryana,Ambala,9,RAJENDER KUMAR BHATLI,Bhartiya Shakti Chetna Party,1161,1,1162
Haryana,Ambala,10,VARUN KUMAR JAGLAN,Peoples Party of India (Democratic),948,1,949
Haryana,Ambala,11,SANDEEP SINGH,Aapki Apni Party (Peoples),885,9,894
Haryana,Ambala,12,SURAJ KUMAR,Bahujan Mukti Party,1842,0,1842
Haryana,Ambala,13,SURAJ BHAN NARWAL,Pragatishil Samajwadi Party (Lohia),1072,0,1072
Haryana,Ambala,14,JATINDER SINGH,Independent,2619,18,2637
Haryana,Ambala,15,BETA MAM CHAND RATTUWALA,Independent,3265,5,3270
Haryana,Ambala,16,RANJEET SINGH,Independent,3740,2,3742
Haryana,Ambala,17,RATTAN LAL,Independent,1892,2,1894
Haryana,Ambala,18,SURAJ BHAN,Independent,1575,1,1576
Haryana,Ambala,19,NOTA,None of the Above,7914,29,7943
Haryana,Bhiwani-Mahendragarh,1,Dharambir Singh S/o Bhale Ram,Bharatiya Janata Party,725725,10974,736699
Haryana,Bhiwani-Mahendragarh,2,Balwan Singh,Indian National Lok Dal,7964,101,8065
Haryana,Bhiwani-Mahendragarh,3,Shruti Choudhry,Indian National Congress,290463,1773,292236
Haryana,Bhiwani-Mahendragarh,4,Mohd Irfan,Bharat Prabhat Party,1566,35,1601
Haryana,Bhiwani-Mahendragarh,5,Comrade Om Parkash,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1079,14,1093
Haryana,Bhiwani-Mahendragarh,6,Kundan Kumar,Republican Party of India,439,4,443
Haryana,Bhiwani-Mahendragarh,7,Ramesh Rao Pilot,Loktanter Suraksha Party,20170,64,20234
Haryana,Bhiwani-Mahendragarh,8,Satbir,Aapki Apni Party (Peoples),425,8,433
Haryana,Bhiwani-Mahendragarh,9,Salesh Kumar,Pragatishil Samajwadi Party (Lohia),466,14,480
Haryana,Bhiwani-Mahendragarh,10,Bhai Surender Dhanak,Bhartiya Janraj Party,791,149,940
Haryana,Bhiwani-Mahendragarh,11,Swati Yadav,Jannayak Janta Party,84236,720,84956
Haryana,Bhiwani-Mahendragarh,12,Jagat Singh,Independent,728,4,732
Haryana,Bhiwani-Mahendragarh,13,Dharambir Singh S/0 Fateh Singh,Independent,1250,10,1260
Haryana,Bhiwani-Mahendragarh,14,Rajnish Kumar,Independent,1395,2,1397
Haryana,Bhiwani-Mahendragarh,15,Ram Kishan,Independent,621,4,625
Haryana,Bhiwani-Mahendragarh,16,Lalit,Independent,2933,5,2938
Haryana,Bhiwani-Mahendragarh,17,Vinod Kumar,Independent,2652,1,2653
Haryana,Bhiwani-Mahendragarh,18,Satya Pal,Independent,501,4,505
Haryana,Bhiwani-Mahendragarh,19,Sudhir Kumar,Independent,879,4,883
Haryana,Bhiwani-Mahendragarh,20,Suresh Chand,Independent,585,2,587
Haryana,Bhiwani-Mahendragarh,21,Happy Singh,Independent,306,8,314
Haryana,Bhiwani-Mahendragarh,22,NOTA,None of the Above,1966,75,2041
Haryana,Faridabad,1,AVTAR SINGH BHADANA,Indian National Congress,274755,228,274983
Haryana,Faridabad,2,KRISHAN PAL,Bharatiya Janata Party,910787,2435,913222
Haryana,Faridabad,3,MANDHIR MAAN,Bahujan Samaj Party,86694,58,86752
Haryana,Faridabad,4,MAHENDER SINGH CHAUHAN,Indian National Lok Dal,12035,35,12070
Haryana,Faridabad,5,BAUDHACHARYA KHAJAN SINGH GAUTAM,Republican Party of India,462,1,463
Haryana,Faridabad,6,CHAUDHARY DAYACHAND,Bhartiya Shakti Chetna Party,336,3,339
Haryana,Faridabad,7,DEEPAK GAUR,AARAKSHAN VIRODHI PARTY,467,4,471
Haryana,Faridabad,8,PANDIT NAVEEN JAIHIND,Aam Aadmi Party,11076,36,11112
Haryana,Faridabad,9,PRADEEP KUMAR,Tola Party,330,0,330
Haryana,Faridabad,10,MAHESH PRATAP SHARMA,Rashtriya Vikas Party,475,2,477
Haryana,Faridabad,11,MUKESH KUMAR SINGH,Lokpriya Samaj Party,478,0,478
Haryana,Faridabad,12,RAKESH KUMAR,Aapki Apni Party (Peoples),450,1,451
Haryana,Faridabad,13,RAMKISHAN GOLA,All India Forward Bloc,1131,0,1131
Haryana,Faridabad,14,RUBY,Hind Congress Party,1190,2,1192
Haryana,Faridabad,15,LEKHRAM DABANG,Bahujan Mukti Party,4773,0,4773
Haryana,Faridabad,16,VIJENDERA KASANA,Bhartiya Kisan Party,2687,1,2688
Haryana,Faridabad,17,SHYAMVIR,Rashtriya Lokswaraj Party,3960,1,3961
Haryana,Faridabad,18,SAHIRAM RAWAT,Voters Party,2024,0,2024
Haryana,Faridabad,19,Adv. HARI SHANKAR RAJVANS,Adim Bhartiya Dal,715,1,716
Haryana,Faridabad,20,HARI CHAND,Peoples Party of India (Democratic),1369,1,1370
Haryana,Faridabad,21,AMIT SINGH PATEL,Independent,370,1,371
Haryana,Faridabad,22,TIKARAM HOODA,Independent,249,0,249
Haryana,Faridabad,23,BOBBY KATARIA,Independent,392,1,393
Haryana,Faridabad,24,MANOJ CHOUDHARY,Independent,438,1,439
Haryana,Faridabad,25,C A SHUKLA,Independent,389,0,389
Haryana,Faridabad,26,SANJAY MAURYA,Independent,801,1,802
Haryana,Faridabad,27,Dr K P SINGH,Independent,661,2,663
Haryana,Faridabad,28,NOTA,None of the Above,4973,13,4986
Haryana,Gurgaon,1,CAPT. AJAY SINGH,Indian National Congress,494733,557,495290
Haryana,Gurgaon,2,RAO INDERJIT SINGH,Bharatiya Janata Party,877241,4305,881546
Haryana,Gurgaon,3,CHAUDHARY RAIS AHMAD,Bahujan Samaj Party,26706,50,26756
Haryana,Gurgaon,4,VIRENDAR RANA,Indian National Lok Dal,9894,17,9911
Haryana,Gurgaon,5,DR. ABDUL LATIF (MIYA JI),Voters Party,450,4,454
Haryana,Gurgaon,6,FOJI JAI KAWAR TYAGI (DIKSHIT),Daksha Party,337,9,346
Haryana,Gurgaon,7,JAWAHAR SINGH PAHAL,Bhartiya Shakti Chetna Party,305,4,309
Haryana,Gurgaon,8,COLONEL DHARAM PAL SINGH RAGHAVA,Rashtra Nirman Party,650,8,658
Haryana,Gurgaon,9,ADVOCATE PARVEEN YADAV WAZIRABAD,Akhil Bharatiya Jan Sangh,1023,4,1027
Haryana,Gurgaon,10,PAWAN KUMAR,Shivsena,1277,4,1281
Haryana,Gurgaon,11,DR. MEHMOOD KHAN,Jannayak Janta Party,8963,30,8993
Haryana,Gurgaon,12,MAHABIR MEHRA CHHILARKI,Peoples Party of India (Democratic),1056,5,1061
Haryana,Gurgaon,13,RAMESH KUMAR,Rashtriya Sahara Party,527,0,527
Haryana,Gurgaon,14,RAMESH CHAND,Bahujan Mukti Party,937,3,940
Haryana,Gurgaon,15,VINOD KUMAR,Aapki Apni Party (Peoples),1201,2,1203
Haryana,Gurgaon,16,COMRADE SARWAN KUMAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2764,2,2766
Haryana,Gurgaon,17,HANS KUMAR,Rashtriya Rashtrawadi Party,1868,0,1868
Haryana,Gurgaon,18,CHOWKIDAR ANJAN DEVESHWAR,Independent,1780,3,1783
Haryana,Gurgaon,19,AZAD SINGH NANGALIA,Independent,423,0,423
Haryana,Gurgaon,20,RAO INDERJEET,Independent,1327,15,1342
Haryana,Gurgaon,21,KUSHESHWAR BHAGAT,Independent,434,0,434
Haryana,Gurgaon,22,PAWAN NEHRA,Independent,295,3,298
Haryana,Gurgaon,23,VIRENDER,Independent,258,1,259
Haryana,Gurgaon,24,SUDESH KUMAR,Independent,1639,6,1645
Haryana,Gurgaon,25,NOTA,None of the Above,5350,39,5389
Haryana,Hisar,1,BRIJENDRA SINGH,Bharatiya Janata Party,599951,3338,603289
Haryana,Hisar,2,BHAVYA BISHNOI,Indian National Congress,183960,409,184369
Haryana,Hisar,3,SUKHBIR SINGH,Communist Party of India (Marxist),9136,14,9150
Haryana,Hisar,4,SURINDER SHARMA,Bahujan Samaj Party,45090,100,45190
Haryana,Hisar,5,SURESH KOTH,Indian National Lok Dal,9739,22,9761
Haryana,Hisar,6,JAI BHAGWAN,Bahujan Mukti Party,2090,3,2093
Haryana,Hisar,7,DARA SINGH,Bhartiya Janraj Party,1248,21,1269
Haryana,Hisar,8,DUSHYANT CHAUTALA,Jannayak Janta Party,288425,796,289221
Haryana,Hisar,9,PAWAN FOUJI,Rashtriya Bhagidari Samaj Party,1769,8,1777
Haryana,Hisar,10,VIKAS GODARA,Rashtriya Lokswaraj Party,891,2,893
Haryana,Hisar,11,SHASHI BHARAT BHUSHAN,Pragatishil Samajwadi Party (Lohia),416,1,417
Haryana,Hisar,12,SANDEEP,Bharat Prabhat Party,516,5,521
Haryana,Hisar,13,KAKA SAHIL THAKRAL,Sapaks Party,770,0,770
Haryana,Hisar,14,ANOOP MEHTA,Independent,997,1,998
Haryana,Hisar,15,ATAM PARKASH,Independent,1207,0,1207
Haryana,Hisar,16,KULDEEP BHUKKAL,Independent,5330,4,5334
Haryana,Hisar,17,DEEPAK,Independent,5867,0,5867
Haryana,Hisar,18,PYARELAL CHOHAN ADVOCATE,Independent,930,0,930
Haryana,Hisar,19,PARDEEP KUMAR,Independent,521,1,522
Haryana,Hisar,20,BAJRANG VATS,Independent,803,5,808
Haryana,Hisar,21,BIJENDER,Independent,455,4,459
Haryana,Hisar,22,MANGE RAM VERMA,Independent,991,2,993
Haryana,Hisar,23,SHAMSHER SINGH,Independent,485,0,485
Haryana,Hisar,24,SALEEM DIN,Independent,6337,2,6339
Haryana,Hisar,25,SUDHIR GODARA,Independent,3757,0,3757
Haryana,Hisar,26,SUMIT KUMAR,Independent,492,1,493
Haryana,Hisar,27,NOTA,None of the Above,2927,30,2957
Haryana,Karnal,1,Kuldip Sharma,Indian National Congress,255163,289,255452
Haryana,Karnal,2,Dharmvir Padha,Indian National Lok Dal,15748,49,15797
Haryana,Karnal,3,Pankaj,Bahujan Samaj Party,67091,92,67183
Haryana,Karnal,4,Sanjay Bhatia,Bharatiya Janata Party,909432,2162,911594
Haryana,Karnal,5,Ankur,Aapki Apni Party (Peoples),2785,4,2789
Haryana,Karnal,6,Anil Kumar,Jai Jawan Jai Kisan Party,1235,8,1243
